id,question_type,question,answer
351,outlook,What is the outlook for Williams Syndrome ?,"The prognosis for individuals with WS varies. Some degree of impaired intellect is found in most people with the disorder. Some adults are able to function independently, complete academic or vocational school, and live in supervised homes or on their own; most live with a caregiver. Parents can increase the likelihood that their child will be able to live semi-independently by teaching self-help skills early. Early intervention and individualized educational programs designed with the distinct cognitive and personality profiles of WS in mind also help individuals maximize their potential. Medical complications associated with the disorder may shorten the lifespans of some individuals with WS."
306,outlook,What is the outlook for Sotos Syndrome ?,"Sotos syndrome is not a life-threatening disorder and patients may have a normal life expectancy. The initial abnormalities of Sotos syndrome usually resolve as the growth rate becomes normal after the first few years of life. Developmental delays may improve in the school-age years, and adults with Sotos syndrome are likely to be within the normal range for intellect and height. However, coordination problems may persist into adulthood."
120,outlook,What is the outlook for Essential Tremor ?,"Although essential tremor is not life-threatening, it can make it harder to perform daily tasks and is embarrassing to some people. Tremor frequency may decrease as the person ages, but the severity may increase, affecting the person's ability to perform certain tasks or activities of daily living. In many people the tremor may be mild throughout life."
333,outlook,What is the outlook for Transitional Cell Cancer of the Renal Pelvis and Ureter ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) depends on the stage and grade of the tumor.   The treatment options depend on the following:         - The stage and grade of the tumor.    -  Where the tumor is.    - Whether the patient's other kidney is healthy.    - Whether the cancer has recurred.        Most transitional cell cancer of the renal pelvis and ureter can be cured if found early.
200,outlook,What is the outlook for Metachromatic Leukodystrophy ?,The prognosis for MLD is poor. Most children within the infantile form die by age 5. Symptoms of the juvenile form progress with death occurring 10 to 20 years following onset. Those persons affected by the adult form typically die withing 6 to 14 years following onset of symptoms.
146,outlook,What is the outlook for Hereditary Neuropathies ?,The prognosis for individuals with hereditary neuropathies depends upon the type of neuropathy. Some hereditary neuropathies have very mild symptoms and may go undiagnosed for many years. Other types are more severe and are associated with more disabilities. Genetic counseling is important to understand further details about the disease and prognosis.
339,outlook,What is the outlook for Tropical Spastic Paraparesis ?,"HAM/TSP is a progressive disease, but it is rarely fatal. Most individuals live for several decades after the diagnosis. Their prognosis improves if they take steps to prevent urinary tract infection and skin sores, and if they participate in physical and occupational therapy programs."
299,outlook,What is the outlook for Septo-Optic Dysplasia ?,The prognosis for individuals with SOD varies according to the presence and severity of symptoms.
127,outlook,What is the outlook for Febrile Seizures ?,"The vast majority of febrile seizures are short and harmless. There is no evidence that short febrile seizures cause brain damage. Multiple or prolonged seizures are a risk factor for epilepsy but most children who experience febrile seizures do not go on to develop the reoccurring seizures that re characteristic of epilepsy. Certain children who have febrile seizures face an increased risk of developing epilepsy. These children include those who have a febrile seizure that lasts longer than 10 minutes, who have febrile seizures that are lengthy or affect only one part of the body, or experience seizures that reoccur within 24 hours.."
254,outlook,What is the outlook for Pancreatic Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - Whether or not the tumor can be removed by surgery.    - The stage of the cancer (the size of the tumor and whether the cancer has spread outside the pancreas to nearby tissues or lymph nodes or to other places in the body).    - The patients general health.    - Whether the cancer has just been diagnosed or has recurred (come back).        Pancreatic cancer can be controlled only if it is found before it has spread, when it can be completely removed by surgery. If the cancer has spread, palliative treatment can improve the patient's quality of life by controlling the symptoms and complications of this disease."
238,outlook,What is the outlook for Neurosyphilis ?,"Prognosis can change based on the type of neurosyphilis and how early in the course of the disease people with neurosyphilis get diagnosed and treated. Individuals with asymptomatic neurosyphilis or meningeal neurosyphilis usually return to normal health. People with meningovascular syphilis, general paresis, or tabes dorsalis usually do not return to normal health, although they may get much better. Individuals who receive treatment many years after they have been infected have a worse prognosis. Treatment outcome is different for every person."
34,outlook,What is the outlook for Attention Deficit-Hyperactivity Disorder ?,"There is no ""cure"" for ADHD. Children with the disorder seldom outgrow it; however, some may find adaptive ways to accommodate the ADHD as they mature."
159,outlook,What is the outlook for Incontinentia Pigmenti ?,"Although the skin abnormalities usually regress, and sometimes disappear completely, there may be residual neurological difficulties."
282,outlook,What is the outlook for Progressive Supranuclear Palsy ?,"PSP gets progressively worse but is not itself directly life-threatening. It does, however, predispose patients to serious complications such as pneumonia secondary to difficulty in swallowing (dysphagia). The most common complications are choking and pneumonia, head injury, and fractures caused by falls. The most common cause of death is pneumonia. With good attention to medical and nutritional needs, however, most PSP patients live well into their 70s and beyond."
278,outlook,What is the outlook for Primary CNS Lymphoma ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) depends on the following:         - The patient's age and general health.     - The level of certain substances in the blood and cerebrospinal fluid (CSF).    - Where the tumor is in the central nervous system, eye, or both.    - Whether the patient has AIDS.         Treatment options depend on the following:          - The stage of the cancer.    - Where the tumor is in the central nervous system.    - The patient's age and general health.    - Whether the cancer has just been diagnosed or has recurred (come back).        Treatment of primary CNS lymphoma works best when the tumor has not spread outside the cerebrum (the largest part of the brain) and the patient is younger than 60 years, able to carry out most daily activities, and does not have AIDS or other diseases that weaken the immune system."
320,outlook,What is the outlook for Syringomyelia ?,"Symptoms usually begin in young adulthood, with symptoms of one form usually beginning between the ages of 25 and 40. If not treated surgically (when needed), syringomyelia often leads to progressive weakness in the arms and legs, loss of hand sensation, and chronic, severe pain. Symptoms may worsen with straining or any activity that causes cerebrospinal fluid pressure to fluctuate. Some individuals may have long periods of stability. Surgery results in stabilization or modest improvement in symptoms for most individuals. Delay in treatment may result in irreversible spinal cord injury."
26,outlook,What is the outlook for Apraxia ?,The prognosis for individuals with apraxia varies and depends partly on the underlying cause. Some individuals improve significantly while others may show very little improvement.
74,outlook,What is the outlook for Childhood Ependymoma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on:         - Where the tumor has formed in the central nervous system (CNS).    - Whether there are certain changes in the genes or chromosomes.    - Whether any cancer cells remain after surgery to remove the tumor.     - The type of ependymoma.     - The age of the child when the tumor is diagnosed.     - Whether the cancer has spread to other parts of the brain or spinal cord.     - Whether the tumor has just been diagnosed or has recurred (come back).         Prognosis also depends on the type and dose of radiation therapy that is given.
210,outlook,What is the outlook for Mucolipidoses ?,"Symptoms of ML can be congenital (present at birth) or begin in early childhood or adolescence. Early symptoms can include skeletal abnormalities, vision problems and developmental delays. Over time, many children with ML develop poor mental capacities, have difficulty reaching normal developmental milestones, and, in many cases, eventually die of the disease."
10,outlook,What is the outlook for Adult Non-Hodgkin Lymphoma ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer.    - The type of non-Hodgkin lymphoma.     - The amount of lactate dehydrogenase (LDH) in the blood.    - Whether there are certain changes in the genes.    - The patients age and general health.    - Whether the lymphoma has just been diagnosed or has recurred (come back).        For non-Hodgkin lymphoma during pregnancy, the treatment options also depend on:         - The wishes of the patient.    - Which trimester of pregnancy the patient is in.    - Whether the baby can be delivered early.        Some types of non-Hodgkin lymphoma spread more quickly than others do. Most non-Hodgkin lymphomas that occur during pregnancy are aggressive. Delaying treatment of aggressive lymphoma until after the baby is born may lessen the mother's chance of survival. Immediate treatment is often recommended, even during pregnancy."
342,outlook,What is the outlook for Urethral Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:          - Where the cancer formed in the urethra.    - Whether the cancer has spread through the mucosa lining the urethra to nearby tissue, to lymph nodes, or to other parts of the body.    - Whether the patient is a male or female.    - The patient's general health.    - Whether the cancer has just been diagnosed or has recurred (come back)."
148,outlook,What is the outlook for Herpes Zoster Oticus ?,"Generally, the prognosis of herpes zoster oticus is good. However, in some cases, hearing loss may be permanent. Vertigo may last for days or weeks. Facial paralysis may be temporary or permanent."
140,outlook,What is the outlook for Glossopharyngeal Neuralgia ?,"Some individuals recover from an initial attack and never have another. Others will experience clusters of attacks followed by periods of short or long remission. Individuals may lose weight if they fear that chewing, drinking, or eating will cause an attack."
40,outlook,What is the outlook for Behcet's Disease ?,Behcet's disease is a lifelong disorder that comes and goes. Permanent remission of symptoms has not been reported.
23,outlook,What is the outlook for Angelman Syndrome ?,"Most individuals with Angelman syndrome will have severe developmental delays, speech limitations, and motor difficulties. However, individuals with Angelman syndrome can have normal life spans and generally do not show developmental regression as they age. Early diagnosis and tailored interventions and therapies help improve quality of life."
194,outlook,What is the outlook for Melanoma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The thickness of the tumor and where it is in the body.    - How quickly the cancer cells are dividing.    - Whether there was bleeding or ulceration of the tumor.     - How much cancer is in the lymph nodes.    - The number of places cancer has spread to in the body.    -  The level of lactate dehydrogenase (LDH) in the blood.    - Whether the cancer has certain mutations (changes) in a gene called BRAF.    - The patients age and general health.
95,outlook,What is the outlook for Craniosynostosis ?,The prognosis for craniosynostosis varies depending on whether single or multiple cranial sutures are involved or other abnormalities are present. The prognosis is better for those with single suture involvement and no associated abnormalities.
91,outlook,What is the outlook for Complex Regional Pain Syndrome ?,"The prognosis for CRPS varies from person to person. Spontaneous remission from symptoms occurs in certain individuals. Others can have unremitting pain and crippling, irreversible changes in spite of treatment."
178,outlook,What is the outlook for Lambert-Eaton Myasthenic Syndrome ?,The prognosis for individuals with LEMS varies. Those with LEMS not associated with malignancy have a benign overall prognosis. Generally the presence of cancer determines the prognosis.
31,outlook,What is the outlook for Ataxia ?,The prognosis for individuals with ataxia and cerebellar/spinocerebellar degeneration varies depending on its underlying cause.
302,outlook,What is the outlook for Sjgren's Syndrome ?,"Sjgren's syndrome can damage vital organs of the body with symptoms that may remain stable, worsen, or go into remission. Some people may experience only the mild symptoms of dry eyes and mouth, while others go through cycles of good health followed by severe disease. Many patients are able to treat problems symptomatically. Others are forced to cope with blurred vision, constant eye discomfort, recurrent mouth infections, swollen parotid glands, hoarseness, and difficulty in swallowing and eating. Debilitating fatigue and joint pain can seriously impair quality of life."
239,outlook,What is the outlook for Neurotoxicity ?,"The prognosis depends upon the length and degree of exposure and the severity of neurological injury. In some instances, exposure to neurotoxicants can be fatal. In others, patients may survive but not fully recover. In other situations, many individuals recover completely after treatment."
346,outlook,What is the outlook for Vulvar Cancer ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer.    - The patient's age and general health.    - Whether the cancer has just been diagnosed or has recurred (come back).
173,outlook,What is the outlook for Klippel-Trenaunay Syndrome (KTS) ?,"KTS is often a progressive disorder, and complications may be life-threatening. However, many individuals can live well while managing their symptoms."
56,outlook,What is the outlook for Cephalic Disorders ?,"The degree to which damage to the developing nervous system harms the mind and body varies enormously. Many disabilities are mild enough to allow those afflicted to eventually function independently in society. Others are not. Some infants, children, and adults die; others remain totally disabled; and an even larger population is partially disabled, functioning well below normal capacity."
6,outlook,What is the outlook for Adult Acute Lymphoblastic Leukemia ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The age of the patient.    - Whether the cancer has spread to the brain or spinal cord.    - Whether there are certain changes in the genes, including the Philadelphia chromosome.    - Whether the cancer has been treated before or has recurred (come back)."
46,outlook,What is the outlook for Brain and Spinal Tumors ?,"Symptoms of brain and spinal cord tumors generally develop slowly and worsen over time unless they are treated. The tumor may be classified as benign or malignant and given a numbered score that reflects its rate of malignancy. This score can help doctors determine how to treat the tumor and predict the likely outcome, or prognosis, for the individual."
223,outlook,What is the outlook for Myotonia Congenita ?,"Most individuals with myotonia congenita lead long, productive lives. Although muscle stiffness may interfere with walking, grasping, chewing, and swallowing, it is usually relieved with exercise."
276,outlook,What is the outlook for Post-Polio Syndrome ?,"PPS is a very slowly progressing condition marked by long periods of stability. The severity of PPS depends on the degree of the residual weakness and disability an individual has after the original polio attack. People who had only minimal symptoms from the original attack and subsequently develop PPS will most likely experience only mild PPS symptoms. People originally hit hard by the polio virus, who were left with severe residual weakness, may develop a more severe case of PPS with a greater loss of muscle function, difficulty in swallowing, and more periods of fatigue."
232,outlook,What is the outlook for Neurological Complications of AIDS ?,The overall prognosis for individuals with AIDS in recent years has improved significantly because of new drugs and treatments. AIDS clinicians often fail to recognize neurological complications of AIDS. Those who suspect they are having neurological complications should be sure to discuss these with their doctor.
248,outlook,What is the outlook for Orthostatic Hypotension ?,The prognosis for individuals with orthostatic hypotension depends on the underlying cause of the condition.
79,outlook,What is the outlook for Childhood Rhabdomyosarcoma ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The patient's age.     - Where in the body the tumor started.    - The size of the tumor at the time of diagnosis.    - Whether the tumor has been completely removed by surgery.    - The type of rhabdomyosarcoma (embryonal, alveolar, or anaplastic).    - Whether there are certain changes in the genes.    - Whether the tumor had spread to other parts of the body at the time of diagnosis.    - Whether the tumor was in the lymph nodes at the time of diagnosis.    - Whether the tumor responds to chemotherapy and/or radiation therapy.        For patients with recurrent cancer, prognosis and treatment also depend on the following:         - Where in the body the tumor recurred (came back).    - How much time passed between the end of cancer treatment and when the cancer recurred.    - Whether the tumor was treated with radiation therapy."
328,outlook,What is the outlook for Thymoma and Thymic Carcinoma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:          - The stage of the cancer.    - The type of cancer cell.    - Whether the tumor can be removed completely by surgery.     - The patient's general health.    - Whether the cancer has just been diagnosed or has recurred (come back).
226,outlook,What is the outlook for Neuroacanthocytosis ?,"Neuroacanthocytosis is a progressive disease, and in some cases may be complicated by poor nutritional status, cardiac abnormalities, and pneumonia."
4,outlook,What is the outlook for Acute Disseminated Encephalomyelitis ?,"Corticosteroid therapy typically helps hasten recovery from most ADEM symptoms. The long-term prognosis for individuals with ADEM is generally favorable. For most individuals, recovery begins within days, and within six months the majority of ADEM patients will have total or near total recoveries. Others may have mild to moderate lifelong impairment ranging from cognitive difficulties, weakness, loss of vision, or numbness. Severe cases of ADEM can be fatal but this is a very rare occurrence. ADEM can recur, usually within months of the initial diagnosis, and is treated by restarting corticosteroids. A small fraction of individuals who are initially diagnosed as having ADEM can go on to develop MS, but there is currently no method or known risk factors to predict whom those individuals will be."
184,outlook,What is the outlook for Lennox-Gastaut Syndrome ?,"The prognosis for individuals with Lennox-Gastaut syndrome varies. There is no cure for the disorder. Complete recovery, including freedom from seizures and normal development, is very unusual."
77,outlook,What is the outlook for Childhood Liver Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options for hepatoblastoma depend on the following:          - The PRETEXT or POSTTEXT group.    - Whether the cancer has spread to other places in the body, such as the lungs or certain large blood vessels.     - Whether the cancer can be removed completely by surgery.    - How the cancer responds to chemotherapy.    - How the cancer cells look under a microscope.    - Whether the AFP blood levels go down after treatment.    - Whether the cancer has just been diagnosed or has recurred.     - Age of the child.        The prognosis (chance of recovery) and treatment options for hepatocellular carcinoma depend on the following:         - The PRETEXT or POSTTEXT group.    - Whether the cancer has spread to other places in the body, such as the lungs.     - Whether the cancer can be removed completely by surgery.    - How the cancer responds to chemotherapy.    - How the cancer cells look under a microscope.    - Whether the child has hepatitis B infection.    - Whether the cancer has just been diagnosed or has recurred.         For childhood liver cancer that recurs (comes back) after initial treatment, the prognosis and treatment options depend on:         - Where in the body the tumor recurred.    - The type of treatment used to treat the initial cancer.        Childhood liver cancer may be cured if the tumor is small and can be completely removed by surgery. Complete removal is possible more often for hepatoblastoma than for hepatocellular carcinoma."
245,outlook,What is the outlook for Olivopontocerebellar Atrophy ?,There is no cure for OPCA. The disorder is slowly progressive with death usually occurring approximately 20 years after onset.
64,outlook,What is the outlook for Chiari Malformation ?,"Many people with Type I CM are asymptomatic and do not know they have the condition. Many individuals with the more severe types of CM and have surgery see a reduction in their symptoms and/or prolonged periods of relative stability, although paralysis is generally permanent."
47,outlook,What is the outlook for Breast Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options.The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer (the size of the tumor and whether it is in the breast only or has spread to other parts of the body).    - The type of breast cancer.    - The age of the unborn baby.    - Whether there are signs or symptoms.    - The patients general health.
 Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer (the size of the tumor and whether it is in the breast only or has spread to lymph nodes or other places in the body).    - The type of breast cancer.    - Estrogen receptor and progesterone receptor levels in the tumor tissue.    - Human epidermal growth factor type 2 receptor (HER2/neu) levels in the tumor tissue.    - Whether the tumor tissue is triple negative (cells that do not have estrogen receptors, progesterone receptors, or high levels of HER2/neu).    - How fast the tumor is growing.    - How likely the tumor is to recur (come back).    - A womans age, general health, and menopausal status (whether a woman is still having menstrual periods).    - Whether the cancer has just been diagnosed or has recurred (come back)."
286,outlook,What is the outlook for Rasmussen's Encephalitis ?,"The prognosis for individuals with Rasmussens encephalitis varies. Despite the advances in medical treatment, none has yet been shown to halt the progress of the disease in the long term. The disorder may lead to severe neurological deficits or it may cause only milder impairments. For some children, surgery decreases seizures. However, most individuals with Rasmussens encephalitis are left with some paralysis, cognitive deficits, and problems with speech. In some cases, the disease can progress to involve the opposite brain hemisphere."
78,outlook,What is the outlook for Childhood Non-Hodgkin Lymphoma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on:         - The type of lymphoma.    - Where the tumor is in the body when the tumor is diagnosed.    - The stage of the cancer.    - Whether there are certain changes in the chromosomes.    - The type of initial treatment.    - Whether the lymphoma responded to initial treatment.    - The patients age and general health.
73,outlook,What is the outlook for Childhood Craniopharyngioma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:          - The size of the tumor.    - Where the tumor is in the brain.    - Whether there are tumor cells left after surgery.    - The child's age.    -  Side effects that may occur months or years after treatment.    - Whether the tumor has just been diagnosed or has recurred (come back).
85,outlook,What is the outlook for Chronic Myelomonocytic Leukemia ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options for CMML depend on the following:         - The number of white blood cells or platelets in the blood or bone marrow.    - Whether the patient is anemic.    - The amount of blasts in the blood or bone marrow.    - The amount of hemoglobin in red blood cells.    - Whether there are certain changes in the chromosomes.
343,outlook,What is the outlook for Uterine Sarcoma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer.    - The type and size of the tumor.    - The patient's general health.    - Whether the cancer has just been diagnosed or has recurred (come back).
196,outlook,What is the outlook for Meningitis and Encephalitis ?,"The prognosis for for people with encephalitis or meningitis varies. Some cases are mild, short and relatively benign and individuals have full recovery, although the process may be slow. Individuals who experience mild symptoms may recover in 2-4 weeks. Other cases are severe, and permanent impairment or death is possible. The acute phase of encephalitis may last for 1 to 2 weeks, with gradual or sudden resolution of fever and neurological symptoms. Individuals treated for bacterial meningitis typically show some relief within 48-72 hours. Neurological symptoms may require many months before full recovery. With early diagnosis and prompt treatment, most individuals recover from meningitis. However, in some cases, the disease progresses so rapidly that death occurs during the first 48 hours, despite early treatment."
243,outlook,What is the outlook for Occipital Neuralgia ?,"Occipital neuralgia is not a life-threatening condition. Many individuals will improve with therapy involving heat, rest, anti-inflammatory medications, and muscle relaxants. Recovery is usually complete after the bout of pain has ended and the nerve damage repaired or lessened."
94,outlook,What is the outlook for Corticobasal Degeneration ?,Corticobasal degeneration usually progresses slowly over the course of 6 to 8 years. Death is generally caused by pneumonia or other complications of severe debility such as sepsis or pulmonary embolism.
186,outlook,What is the outlook for Leukodystrophy ?,The prognosis for the leukodystrophies varies according to the specific type of leukodystrophy.
353,outlook,What is the outlook for Wilson Disease ?,"Early onset of the disease may foretell a worse prognosis than later onset. If the disorder is detected early and treated appropriately, an individual with WD can usually enjoy normal health and a normal lifespan. If not treated, however, WD can cause brain damage, liver failure, and death. The disease requires lifelong treatment."
204,outlook,What is the outlook for Miller Fisher Syndrome ?,"The prognosis for most individuals with Miller Fisher syndrome is good. In most cases, recovery begins within 2 to 4 weeks of the onset of symptoms, and may be almost complete within 6 months. Some individuals are left with residual deficits. Relapses may occur rarely (in less than 3 percent of cases)."
344,outlook,What is the outlook for Vasculitis Syndromes of the Central and Peripheral Nervous Systems ?,"The prognosis is dependent upon the specific syndrome, however, some of the syndromes are fatal if left untreated."
183,outlook,What is the outlook for Leigh's Disease ?,"The prognosis for individuals with Leigh's disease is poor. Individuals who lack mitochondrial complex IV activity and those with pyruvate dehydrogenase deficiency tend to have the worst prognosis and die within a few years. Those with partial deficiencies have a better prognosis, and may live to be 6 or 7 years of age. Some have survived to their mid-teenage years."
76,outlook,What is the outlook for Childhood Hodgkin Lymphoma ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - The stage of the cancer.    - The size of the tumor.    -  Whether there are B symptoms at diagnosis.    - The type of Hodgkin lymphoma.    - Certain features of the cancer cells.    - Whether there are too many white blood cells or too few red blood cells at the time of diagnosis.    - How well the tumor responds to initial treatment with chemotherapy.    - Whether the cancer is newly diagnosed or has recurred (come back).         The treatment options also depend on:         - The child's age and gender.    - The risk of long-term side effects.        Most children and adolescents with newly diagnosed Hodgkin lymphoma can be cured.
297,outlook,What is the outlook for Schilder's Disease ?,"As with multiple sclerosis, the course and prognosis of Schilder's disease are unpredictable. For some individuals the disorder is progressive with a steady, unremitting course. Others may experience significant improvement and even remission. In some cases, Schilder's disease is fatal."
164,outlook,What is the outlook for Intraocular (Uveal) Melanoma ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:          - How the melanoma cells look under a microscope.    - The size and thickness of the tumor.    - The part of the eye the tumor is in (the iris, ciliary body, or choroid).    - Whether the tumor has spread within the eye or to other places in the body.    - Whether there are certain changes in the genes linked to intraocular melanoma.    - The patient's age and general health.    - Whether the tumor has recurred (come back) after treatment."
17,outlook,What is the outlook for Alexander Disease ?,"The prognosis for individuals with Alexander disease is generally poor. Most children with the infantile form do not survive past the age of 6. Juvenile and adult onset forms of the disorder have a slower, more lengthy course."
67,outlook,What is the outlook for Childhood Astrocytomas ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - Whether the tumor is a low-grade or high-grade astrocytoma.    - Where the tumor has formed in the CNS and if it has spread to nearby tissue or to other parts of the body.    - How fast the tumor is growing.    - The child's age.    - Whether cancer cells remain after surgery.    - Whether there are changes in certain genes.    - Whether the child has NF1 or tuberous sclerosis.    - Whether the child has diencephalic syndrome (a condition which slows physical growth).    - Whether the child has intracranial hypertension (cerebrospinal fluid pressure within the skull is high) at the time of diagnosis.    - Whether the astrocytoma has just been diagnosed or has recurred (come back).        For recurrent astrocytoma, prognosis and treatment depend on how much time passed between the time treatment ended and the time the astrocytoma recurred."
228,outlook,What is the outlook for Neuroblastoma ?,"Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options depend on the following:         - Age of the child at the time of diagnosis.    - The child's risk group.    - Whether there are certain changes in the genes.    - Where in the body the tumor started.    - Tumor histology (the shape, function, and structure of the tumor cells).    - Whether there is cancer in the lymph nodes on the same side of the body as the primary cancer or whether there is cancer in the lymph nodes on the opposite side of the body.    - How the tumor responds to treatment.    - How much time passed between diagnosis and when the cancer recurred (for recurrent cancer).        Prognosis and treatment options for neuroblastoma are also affected by tumor biology, which includes:          - The patterns of the tumor cells.    - How different the tumor cells are from normal cells.    - How fast the tumor cells are growing.    - Whether the tumor shows MYCN amplification.    - Whether the tumor has changes in the ALK gene.         The tumor biology is said to be favorable or unfavorable, depending on these factors. A favorable tumor biology means there is a better chance of recovery.   In some children up to 6 months old, neuroblastoma may disappear without treatment. This is called spontaneous regression. The child is closely watched for signs or symptoms of neuroblastoma. If signs or symptoms occur, treatment may be needed."
8,outlook,What is the outlook for Adult Central Nervous System Tumors ?,Certain factors affect prognosis (chance of recovery) and treatment options. The prognosis (chance of recovery) and treatment options for primary brain and spinal cord tumors depend on the following:         - The type and grade of the tumor.    -  Where the tumor is in the brain or spinal cord.    - Whether the tumor can be removed by surgery.    - Whether cancer cells remain after surgery.    - Whether there are certain changes in the chromosomes.    - Whether the cancer has just been diagnosed or has recurred (come back).    - The patient's general health.        The prognosis and treatment options for metastatic brain and spinal cord tumors depend on the following:         - Whether there are more than two tumors in the brain or spinal cord.    - Where the tumor is in the brain or spinal cord.    - How well the tumor responds to treatment.    - Whether the primary tumor continues to grow or spread.
181,outlook,What is the outlook for Laryngeal Cancer ?,"Certain factors affect prognosis (chance of recovery) and treatment options. Prognosis (chance of recovery) depends on the following:         - The stage of the disease.    - The location and size of the tumor.    - The grade of the tumor.    - The patient's age, gender, and general health, including whether the patient is anemic.         Treatment options depend on the following:         - The stage of the disease.    - The location and size of the tumor.    - Keeping the patient's ability to talk, eat, and breathe as normal as possible.    - Whether the cancer has come back (recurred).        Smoking tobacco and drinking alcohol decrease the effectiveness of treatment for laryngeal cancer. Patients with laryngeal cancer who continue to smoke and drink are less likely to be cured and more likely to develop a second tumor. After treatment for laryngeal cancer, frequent and careful follow-up is important."
115,outlook,What is the outlook for Encephalopathy ?,"Treating the underlying cause of the disorder may improve symptoms. However, the encephalopathy may cause permanent structural changes and irreversible damage to the brain. Some encephalopathies can be fatal."
315,outlook,What is the outlook for Sturge-Weber Syndrome ?,"Although it is possible for the birthmark and atrophy in the cerebral cortex to be present without symptoms, most infants will develop convulsive seizures during their first year of life. There is a greater likelihood of intellectual impairment when seizures start before the age of 2 and are resistant to treatment. Prognosis is worst in the minority of children who have both sides of the brain affected by the blood vessel abnormalities."
311,outlook,What is the outlook for Spinal Muscular Atrophy ?,"The prognosis is poor for babies with SMA Type I. Most die within the first two years. For children with SMA Type II, the prognosis for life expectancy or for independent standing or walking roughly correlates with how old they are when they first begin to experience symptoms - older children tend to have less severe symptoms Life expectancy is reduced but some individuals live into adolescence or young adulthood. Individuals with SMA type III may be prone to respiratory infections but with care may have a normal lifespan."
224,outlook,What is the outlook for Narcolepsy ?,"None of the currently available medications enables people with narcolepsy to consistently maintain a fully normal state of alertness. But EDS and cataplexy, the most disabling symptoms of the disorder, can be controlled in most patients with drug treatment. Often the treatment regimen is modified as symptoms change. Whatever the age of onset, patients find that the symptoms tend to get worse over the two to three decades after the first symptoms appear. Many older patients find that some daytime symptoms decrease in severity after age 60."
158,outlook,What is the outlook for Inclusion Body Myositis ?,IBM is generally resistant to all therapies and its rate of progression appears to be unaffected by currently available treatments.
109,outlook,What is the outlook for Dyssynergia Cerebellaris Myoclonica ?,The progression of the disorder is usually 10 years or longer.
266,outlook,What is the outlook for Peripheral Neuropathy ?,"In acute neuropathies, such as Guillain-Barr syndrome, symptoms appear suddenly, progress rapidly, and resolve slowly as damaged nerves heal. In chronic forms, symptoms begin subtly and progress slowly. Some people may have periods of relief followed by relapse. Others may reach a plateau stage where symptoms stay the same for many months or years. Some chronic neuropathies worsen over time, but very few forms prove fatal unless complicated by other diseases. Occasionally the neuropathy is a symptom of another disorder."
61,outlook,What is the outlook for Cerebral Palsy ?,"Cerebral palsy doesnt always cause profound disabilities and for most people with CP the disorder does not affect life expectancy. Many children with CP have average to above average intelligence and attend the same schools as other children their age. Supportive treatments, medications, and surgery can help many individuals improve their motor skills and ability to communicate with the world..While one child with CP might not require special assistance, a child with severe CP might be unable to walk and need extensive, lifelong care."
114,outlook,What is the outlook for Encephaloceles ?,"The prognosis for individuals with encephaloceles varies depending on the type of brain tissue involved, the location of the sacs, and the accompanying brain malformations."
330,outlook,What is the outlook for Todd's Paralysis ?,Todd's paralysis is an indication that an individual has had an epileptic seizure. The outcome depends on the effects of the seizure and the subsequent treatment of the epilepsy.
